,0,1,2,3,4,5,6,7,8,9
0,-0.33515872945155145,-0.2609634541616784,-0.19184381144065787,-0.4739240642508366,0.4217545002165416,0.588932327971364,0.6383573930624737,0.8464849119560837,1.6754656293863246,0.4068350912998099
1,-1.1980132951854394,0.042711306405265374,-0.4622970257054867,2.231423384380178,-1.504218169188174,-0.07687016423462135,1.9620896502972822,0.6229211959078597,-0.10460470045747135,-2.9943370767113753
2,-2.297379341798479,-0.4034402381371149,-1.03901875063519,1.6368253709039184,-0.81974940106132,0.648511265595958,1.4005313851784107,2.004155462213873,0.6649898394357417,0.19422761163525223
3,-1.3047641321308612,-0.5263964706506664,0.3505683562212915,-0.4632235491069479,-0.015720077557505683,-2.161638822884323,0.25760516317653565,-1.391511290181776,-0.8748177322742975,-0.1906803266047254
4,-1.3134263937804553,-0.5897193683923181,1.255687467265736,-0.6734375307919073,0.3276089845354831,0.4553853635244671,-0.5336113807565394,-1.3600857370798276,1.5002700681515946,0.3589232977782522
5,-0.6957617528186384,-1.8668434894389692,0.09301483202830635,-0.6094152538398041,-0.7733565864693203,-0.01918964294158622,1.5937582251137663,1.186319705007338,1.288574860242291,-0.19261308068444885
6,0.20797399056017418,-0.053020938391463546,0.8401378728720859,-0.02261762395045894,-0.19007834980664262,-0.8481165597516306,0.13016524200451676,-0.6624962654026472,-0.6538630059429662,-0.07247914514414637
7,0.421803100336072,0.2560398106571607,-1.8454553477115831,0.9778579783510973,-0.2860729888484794,0.2821781951744199,-0.8283966849342052,-0.7284311016301144,-0.3964812847998435,0.0014408624872609805
8,0.6993566705753287,0.8497059371517183,1.295771010021136,1.6228016584324334,-0.013403126111128908,-0.9293424924793928,0.3765904205595148,-1.5369166532741732,1.0446817425934465,-0.916585060441894
9,0.547714176435025,-1.0890797688685852,0.9046551135264641,-0.17225335062263133,0.23047702805685139,0.023989564292673675,0.19085418979153645,0.7666308591608972,1.3508705439273214,0.2549377293849982
